sinai_lab,mover_lab,,,,,
UNMATCHED,BRCA1+BRCA2 gene mutations tested for,,,,,
UNMATCHED,Cyclic citrullinated peptide Ab,,,,,
UNMATCHED,Rickettsia rickettsii Ab.IgG,,,,,
UNMATCHED,Rickettsia rickettsii Ab.IgM,,,,,
UNMATCHED,Parvovirus B19 DNA,,,,,
UNMATCHED,Albumin.CSF/Albumin.SerPl,,,,,
UNMATCHED,Lysozyme,,,,,
UNMATCHED,Creatine kinase.macromolecular.type 1/Creatine kinase.total,,,,,
UNMATCHED,Hemoglobin E/Hemoglobin.total,,,,,
UNMATCHED,Hemoglobin F/Hemoglobin.total,,,,,
UNMATCHED,Hemoglobin S,,,,,
UNMATCHED,Creatine kinase.BB/Creatine kinase.total,,,,,
UNMATCHED,Creatine kinase.macromolecular.type 2/Creatine kinase.total,,,,,
UNMATCHED,Creatine kinase.MM/Creatine kinase.total,,,,,
UNMATCHED,Creatine kinase.MB/Creatine kinase.total,,,,,
UNMATCHED,Cold agglutinin,,,,,
UNMATCHED,Parathyrin related protein,,,,,
UNMATCHED,Insulin,,,,,
UNMATCHED,Inhibin B,,,,,
UNMATCHED,SCL-70 extractable nuclear Ab,,,,,
UNMATCHED,Inhibin A,,,,,
UNMATCHED,Insulin human Ab,,,,,
UNMATCHED,Fructosamine,,,,,
UNMATCHED,Pancreatic islet cell Ab,,,,,
UNMATCHED,Histone Ab.IgG,,,,,
UNMATCHED,Tropheryma whippelii DNA,,,,,
UNMATCHED,Taenia solium larva Ab.IgG,,,,,
UNMATCHED,Intrinsic factor blocking Ab,,,,,
UNMATCHED,Aquaporin 4 water channel Ab.IgG,,,,,
UNMATCHED,Direct antiglobulin test.IgG specific reagent,,,,,
UNMATCHED,Extractable nuclear Ab,,,,,
UNMATCHED,Rouleaux,,,,,
UNMATCHED,DNAse B Ab.Streptococcal,,,,,
UNMATCHED,Bile acid,,,,,
UNMATCHED,Reticulocytes,,,,,
UNMATCHED,Streptolysin O Ab,,,,,
UNMATCHED,Lidocaine,,,,,
UNMATCHED,Cortisol^12 AM specimen,,,,,
UNMATCHED,Alkaline phosphatase isoenzymes,,,,,
UNMATCHED,Transfusion reaction,,,,,
UNMATCHED,Appearance^post transfusion reaction,,,,,
UNMATCHED,Direct antiglobulin test.complement C3d specific reagent,,,,,
UNMATCHED,Blood group antibody screen,,,,,
UNMATCHED,Methotrexate,,,,,
UNMATCHED,Alkaline phosphatase.bone,,,,,
UNMATCHED,Insulin-like growth factor binding protein 3,,,,,
UNMATCHED,Alkaline phosphatase.liver,,,,,
UNMATCHED,Dengue virus Ab.IgG,,,,,
UNMATCHED,Dengue virus Ab.IgM,,,,,
UNMATCHED,Borrelia burgdorferi Ab,,,,,
UNMATCHED,Cryoglobulin type,,,,,
UNMATCHED,Lactoferrin,,,,,
UNMATCHED,Estradiol,,,,,
UNMATCHED,Maximum clot firmness.extrinsic coagulation system activated.platelets inhibited,,,,,
UNMATCHED,Maximum clot firmness.extrinsic coagulation system activated,,,,,
UNMATCHED,Clot formation.extrinsic coagulation system activated,,,,,
UNMATCHED,Clot angle,,,,,
UNMATCHED,Clotting time.extrinsic coagulation system activated,,,,,
UNMATCHED,Maximum lysis.extrinsic coagulation system activated,,,,,
UNMATCHED,Cells.CD20/100 cells,,,,,
UNMATCHED,Centromere Ab.IgG,,,,,
UNMATCHED,Coxsackievirus B4 Ab,,,,,
UNMATCHED,Coxsackievirus B6 Ab,,,,,
UNMATCHED,Borrelia burgdorferi Ab.IgG & IgM,,,,,
UNMATCHED,Coxsackievirus B1 Ab,,,,,
UNMATCHED,Coxsackievirus A10 Ab,,,,,
UNMATCHED,Coxsackievirus A7 Ab,,,,,
UNMATCHED,Haemophilus influenzae B Ab.IgG,,,,,
UNMATCHED,Coxsackievirus B2 Ab,,,,,
UNMATCHED,Coxsackievirus A16 Ab,,,,,
UNMATCHED,Echovirus 11 Ab,,,,,
UNMATCHED,Echovirus 7 Ab,,,,,
UNMATCHED,Dehydroepiandrosterone sulfate,,,,,
UNMATCHED,Echovirus 4 Ab,,,,,
UNMATCHED,Echovirus 9 Ab,,,,,
UNMATCHED,Echovirus 30 Ab,,,,,
UNMATCHED,Coxsackievirus A4 Ab,,,,,
UNMATCHED,Coxsackievirus A9 Ab,,,,,
UNMATCHED,Complement C1 esterase inhibitor,,,,,
UNMATCHED,Borrelia burgdorferi Ab.IgM,,,,,
UNMATCHED,Coxsackievirus B5 Ab,,,,,
UNMATCHED,Complement C1q,,,,,
UNMATCHED,Muscle specific receptor tyrosine kinase Ab,,,,,
UNMATCHED,RNA polymerase III Ab,,,,,
UNMATCHED,Mumps virus Ab.IgM,,,,,
UNMATCHED,Acetylcholine receptor modulation Ab/Acetylcholine Ab.total,,,,,
UNMATCHED,Parainfluenza virus Ag,,,,,
UNMATCHED,Mumps virus Ab.IgG,,,,,
UNMATCHED,Clotting time^after addition of heparinase,,,,,
UNMATCHED,Clot angle^after addition of heparinase,,,,,
UNMATCHED,Maximum clot firmness^after addition of heparinase,,,,,
UNMATCHED,Tobramycin^peak,,,,,
UNMATCHED,Tobramycin^trough,,,,,
UNMATCHED,Clot formation^after addition of heparinase,,,,,
UNMATCHED,Mesothelial cells/100 leukocytes,,,,,
UNMATCHED,Triiodothyronine.reverse,,,,,
UNMATCHED,HLA-B27,,,,,
UNMATCHED,Sirolimus,,,,,
UNMATCHED,Coxsackievirus B3 Ab,,,,,
UNMATCHED,Coxsackievirus A2 Ab,,,,,
UNMATCHED,lamoTRIgine,,,,,
UNMATCHED,XXX microorganism Ag,,,,,
UNMATCHED,Norovirus Genogroup I RNA,,,,,
UNMATCHED,Protein S actual/Normal,,,,,
UNMATCHED,Vanillylmandelate/Creatinine,,,,,
UNMATCHED,Mycoplasma pneumoniae DNA,,,,,
UNMATCHED,Herpes simplex virus 1 Ab.IgM,,,,,
UNMATCHED,Lacosamide,,,,,
UNMATCHED,Lactate dehydrogenase 1/Lactate dehydrogenase.total,,,,,
UNMATCHED,TOLAZamide,,,,,
UNMATCHED,Nateglinide,,,,,
UNMATCHED,Proinsulin^post 12H CFst,,,,,
UNMATCHED,Lactate dehydrogenase 3/Lactate dehydrogenase.total,,,,,
UNMATCHED,TOLBUTamide,,,,,
UNMATCHED,Lactate dehydrogenase 2/Lactate dehydrogenase.total,,,,,
UNMATCHED,Lactate dehydrogenase 5/Lactate dehydrogenase.total,,,,,
UNMATCHED,Glimepiride,,,,,
UNMATCHED,chlorproPAMIDE,,,,,
UNMATCHED,Repaglinide,,,,,
UNMATCHED,glipiZIDE,,,,,
UNMATCHED,glyBURIDE,,,,,
UNMATCHED,Lactate dehydrogenase 4/Lactate dehydrogenase.total,,,,,
UNMATCHED,carBAMazepine,,,,,
UNMATCHED,acetoHEXAMIDE,,,,,
UNMATCHED,Herpes virus 6 Ab.IgM,,,,,
UNMATCHED,Rickettsia typhi Ab.IgG,,,,,
UNMATCHED,Gliadin Ab.IgG,,,,,
UNMATCHED,Rickettsia typhi Ab.IgM,,,,,
UNMATCHED,Chronic urticaria index,,,,,
UNMATCHED,Activated protein C resistance,,,,,
UNMATCHED,Erythropoietin,,,,,
UNMATCHED,Serotonin,,,,,
UNMATCHED,JC virus DNA,,,,,
UNMATCHED,Toxoplasma gondii DNA,,,,,
UNMATCHED,Norovirus Genogroup II RNA,,,,,
UNMATCHED,Rotavirus Ag,,,,,
UNMATCHED,Myelin basic protein,,,,,
UNMATCHED,Adenovirus Ag,,,,,
UNMATCHED,Microorganism or agent identified,,,,,
UNMATCHED,Fibrin+Fibrinogen fragments,,,,,
UNMATCHED,Cortisol.free,,,,,
UNMATCHED,Viscosity,,,,,
UNMATCHED,Cortisol.free/Creatinine,,,,,
UNMATCHED,Neutrophils.hypersegmented,,,,,
UNMATCHED,Tissue transglutaminase Ab.IgG,,,,,
UNMATCHED,Gliadin Ab.IgA,,,,,
UNMATCHED,Herpes virus 6 Ab.IgG,,,,,
UNMATCHED,Lymphocyte proliferation.phytohemagglutinin stimulation,,,,,
UNMATCHED,BK virus DNA,,,,,
UNMATCHED,Cortisol^8 PM specimen,,,,,
UNMATCHED,Human metapneumovirus Ag,,,,,
UNMATCHED,Neutrophils.hypogranulated,,,,,
UNMATCHED,Elastase.pancreatic,,,,,
UNMATCHED,Oxygen^^adjusted to patient's actual temperature,,,,,
UNMATCHED,Entamoeba histolytica Ab.IgG,,,,,
UNMATCHED,Mitochondria M2 Ab.IgG,,,,,
UNMATCHED,Reducing substances,,,,,
UNMATCHED,Carbon dioxide^^adjusted to patient's actual temperature,,,,,
UNMATCHED,Measles virus Ab.IgG,,,,,
UNMATCHED,Interleukin 6,,,,,
UNMATCHED,Fibrin D-dimer,,,,,
UNMATCHED,Platelet function.collagen+Epinephrine induced,,,,,
UNMATCHED,von Willebrand factor Ag actual/Normal,,,,,
UNMATCHED,Coagulation thrombin induced,,,,,
UNMATCHED,Herpes simplex virus 1+2 DNA,,,,,
UNMATCHED,Glucose^1H post dose glucose,,,,,
UNMATCHED,Fetal cell screen,,,,,
UNMATCHED,Clostridium difficile toxin genes,,,,,
UNMATCHED,Cryptosporidium sp Ag,,,,,
UNMATCHED,Cells.CD19,,,,,
UNMATCHED,Streptococcus pneumoniae 2 Ab.IgG,,,,,
UNMATCHED,Phenobarbital,,,,,
UNMATCHED,Asparagine,,,,,
UNMATCHED,Methionine,,,,,
UNMATCHED,Beta alanine,,,,,
UNMATCHED,Zinc/Creatinine,,,,,
UNMATCHED,Tryptophan/Creatinine,,,,,
UNMATCHED,Lysine/Creatinine,,,,,
UNMATCHED,Phenylalanine/Creatinine,,,,,
UNMATCHED,Serine/Creatinine,,,,,
UNMATCHED,Glycine/Creatinine,,,,,
UNMATCHED,Oxycodone,,,,,
UNMATCHED,Platelet factor 4 heparin complex induced Ab,,,,,
UNMATCHED,Glucose^post CFst,,,,,
UNMATCHED,Glucagon,,,,,
UNMATCHED,Coagulation factor XI activity actual/Normal,,,,,
UNMATCHED,Tramadol,,,,,
UNMATCHED,Salmonella sp Ab,,,,,
UNMATCHED,Fat/Solids.total,,,,,
UNMATCHED,Alpha aminobutyrate,,,,,
UNMATCHED,Hydroxyproline,,,,,
UNMATCHED,Beta aminoisobutyrate,,,,,
UNMATCHED,Gamma aminobutyrate,,,,,
UNMATCHED,Anserine/Creatinine,,,,,
UNMATCHED,Cystathionine/Creatinine,,,,,
UNMATCHED,Hydroxylysine/Creatinine,,,,,
UNMATCHED,Glutamate/Creatinine,,,,,
UNMATCHED,Cystine/Creatinine,,,,,
UNMATCHED,14-3-3 Ag,,,,,
UNMATCHED,Copper/Creatinine,,,,,
UNMATCHED,Respiratory syncytial virus Ag,,,,,
UNMATCHED,Platelet associated Ab.IgG,,,,,
UNMATCHED,Glucose^2H post dose glucose,,,,,
UNMATCHED,Aspartate,,,,,
UNMATCHED,Alloisoleucine,,,,,
UNMATCHED,Cystine,,,,,
UNMATCHED,Alpha aminoadipate/Creatinine,,,,,
UNMATCHED,Lead/Creatinine,,,,,
UNMATCHED,Threonine/Creatinine,,,,,
UNMATCHED,Arginine/Creatinine,,,,,
UNMATCHED,Homocitrulline,,,,,
UNMATCHED,Cells.CD19/100 cells,,,,,
UNMATCHED,Cells.CD16+CD56+/100 cells,,,,,
UNMATCHED,Cells.CD16+CD56+,,,,,
UNMATCHED,Streptococcus pneumoniae 1 Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae 4 Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 9V Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 33F Ab.IgG,,,,,
UNMATCHED,Levetiracetam,,,,,
UNMATCHED,Bordetella parapertussis DNA,,,,,
UNMATCHED,Platelet associated Ab.IgM,,,,,
UNMATCHED,Fentanyl,,,,,
UNMATCHED,Corynebacterium diphtheriae Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 6B Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 19A Ab.IgG,,,,,
UNMATCHED,Lymphocyte proliferation panel,,,,,
UNMATCHED,Cryoglobulin,,,,,
UNMATCHED,6-Thioguanine,,,,,
UNMATCHED,Streptococcus pneumoniae 8 Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 15B Ab.IgG,,,,,
UNMATCHED,Fat,,,,,
UNMATCHED,Isoleucine,,,,,
UNMATCHED,Leucine,,,,,
UNMATCHED,Tryptophan,,,,,
UNMATCHED,Ethanolamine,,,,,
UNMATCHED,Beta aminoisobutyrate/Creatinine,,,,,
UNMATCHED,Methionine/Creatinine,,,,,
UNMATCHED,Proline/Creatinine,,,,,
UNMATCHED,Argininosuccinate,,,,,
UNMATCHED,Argininosuccinate/Creatinine,,,,,
UNMATCHED,Homocitrulline/Creatinine,,,,,
UNMATCHED,Cerebroside sulfatase,,,,,
UNMATCHED,C peptide^30M post dose glucose,,,,,
UNMATCHED,Streptococcus pneumoniae 3 Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae Danish serotype 18C Ab.IgG,,,,,
UNMATCHED,Streptococcus pneumoniae 20 Ab.IgG,,,,,
UNMATCHED,Amino acid pattern,,,,,
UNMATCHED,Ornithine,,,,,
UNMATCHED,Serine,,,,,
UNMATCHED,Cadmium,,,,,
UNMATCHED,Lactate/Pyruvate,,,,,
UNMATCHED,Anserine,,,,,
UNMATCHED,Hydroxylysine,,,,,
UNMATCHED,Ethanolamine/Creatinine,,,,,
UNMATCHED,Sarcosine/Creatinine,,,,,
UNMATCHED,Histidine/Creatinine,,,,,
UNMATCHED,Valine/Creatinine,,,,,
UNMATCHED,Cadmium/Creatinine,,,,,
